partnerId,partnerName,centerId,address,pincode,locality,Remarks 
12551,SHEETALA PATHOLOGY LAB,13669,"Main market Chamoli Gopeshwar, Gopeshwar, Uttarakhand 246401",246401,Papanyara,
12554,EVERGREEN DIAGNOSTIC CENTRE AND POLYCLINIC,13672,"17/14 RABINDRANAGAR (NEAR BT COLLEGE), MIDNAPORE, PASCHIM MIDNAPORE",721101,17/14 RABINDRANAGAR,
12555,Krishna Diagnostic Center,14320,"KRISHNA DIAGNOSTICS Hospital road , bagmari,  Birmaharajpur , Dist sonepur 767018",767018,bagmari,
12563,Krishna Hospital,13681,"Kama Bigha,Aurangabad,Near NH 2 Lara Hero BIke Agency, Bihar 824101",824101,Kama Bigha,
12567,"Fortis Hospital, Shalimar Bagh",5064,"Sector 62, Sahibzada Ajit Singh Nagar, Punjab 160062",160062,Sector 62 Phase 8,
12567,"Fortis Hospital, Shalimar Bagh",13687,"AA-299, Shaheed Udham Singh Marg, AA Block, Poorbi Shalimar Bag, Shalimar Bagh, Delhi, 110088",110088,Shalimar Bagh Poorvi,
12567,"Fortis Hospital, Shalimar Bagh",24619,"Fortis Hospital, Manesar - Best Hospital in Manesar, Plot No. 2, Sector 5, Imt Manesar, Gurugram, Haryana 122052, India",122052,Gurugram,
12567,"Fortis Hospital, Shalimar Bagh",24675,"Fortis Medcentre Hospital in Chandigarh, Punjab - Best Hospital in Chandigarh, SCO, 11D, Sector 11, Chandigarh, 160011, India",160011,Chandigarh,
12568,"Fortis Flt. Lt. Rajan Dhall Hospital, Vasant Kunj",13688,"Fortis Flt. Lt. Rajan Dhall Hospital, Aruna Asaf Ali Marg, Pocket 1, Sector B, Vasant Kunj, New Delhi, Delhi 110070",110070,Vasant Kunj,
12574,"Fortis Hospital, Ludhiana",13693,"Ground Floor, Samrala Chowk, Chandigarh Rd, near Radha Soami Satsang Bhavan, Mundian Khurd, Ludhiana, Punjab 141123",141014,Focal Point,
12577,"Fortis Hiranandani Hospital, Vashi",13697,"Mini Sea Shore Road, Juhu Nagar, Sector 10A, Vashi, Navi Mumbai, Maharashtra 400703",400703,Vashi,
12581,ADVANCE CARE PATHOLOGY LABORATORY,13702,S-24 SECOND FLOOR SWASTIK PLAZA YOGI CHOWK SURAT,395010,Varachha,
12582,"Fortis Hospital, Nagarbhavi",13701,"Building No. 119, Survey No, Fortis Hospital, Cabin No : 775, 23, 80 Feet Main Rd, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072",560072,Nagarbhavi Stage 2,
12585,Fortis Hospital & Kidney Institute - Gariahat,13705,"111A, Rash Behari Ave, Dover Terrace, Gariahat, Kolkata, West Bengal 700029",700026,Kalighat,
12587,Agrasen Hospital,13707,"Sri Ramnath Bhimsen Marg, opp. Krishna Cinemas, Samta Colony, Bhavan, Raipur, Chhattisgarh 492001",492001,Nagar Nigam Colony,
12592,RAMKRISHNA DIAGNOSTIC CENTRE,13717,"Palashkola, Kashipur Road, Adra, West Bengal 723121",723121,Kantaranguri,
12595,Metro Hospital And Heart Institute,13721,"Best Heart Hospital in Meerut, Uttar Pradesh, No 47, G - 5, Boundary Rd, Lal Kurti, Jawahar Quarters, Jawahar Nagar, Meerut, Uttar Pradesh 250001",250001,Jawahar Nagar,
12601,Cee Dee Diagnostics pvt ltd,13735,Rz-88/J main road Raj Nagar-1 Palam Colony opp. Dwarka flyover pillar no.34 New Delhi-110077,110077,New Delhi,
12603,Maa Pitambara Multi Speciality Hospital,13738,"Nizamuddin Rd, near Bonnie foi School, Nerila Shankari, Chhatrapati Nagar, Durgesh Vihar, Ayodhya Nagar, Bhopal, Madhya Pradesh 462021",462021,Narila Shankari,
12605,Meditek Diagnostics - chaibasa,13740,"Shiv Sadan, Bara Nimdih, Chaibasa, West Singhbhum, Pincode 833201",833201,Bara Nimdih,
12612,Genome Diagnostic,13749,"2,3,4,5, Fortune Tower, Sikandra-Bodla Rd, Near Kargil Petrol Pump, sector 9, Avas Vikas Colony, Sikandra, Agra, Uttar Pradesh 282007",282007,Sikandra,
12614,R R Ultrasound and diagnostic Centre,13764,DSS 303 Ground floor sector 20 Panchkula.,134116,sector 20 market,
12618,Satyanand Diagnostic Lab,13768,"Azizganj, Near Vrindavan Garden, Shahjahanpur",242001,Azizganj,
12619,Sai diagnostic and polyclinic centre,13770,"""Shop no 4 and 5   Sai Anand pride B , Duber Naka , Sinnar""",422103,Sinnar,
12622,Shiva diagnostic center,13773,"50 B sudarshana nagar near nagnaich mandir ,bhanu gym wali gully bikaner rajasthan",334003,Pawan Puri,
12622,Shiva diagnostic center,13774,"50 B sudarshana nagar near nagnaich mandir ,bhanu gym wali gully bikaner rajasthan",334003,Pawan Puri,
12622,Shiva diagnostic center,17732,"Nagnechi Mandir piche, bhanu gym gali, Sudarshana Nagar, Bikaner, Rajasthan 334003",334003,Vallabh Garden,
12630,yuvaan path lab and diagnostics,13779,"inside middha multispeciality hospital, Jalalabad",152023,JALABAD,
12631,SHIVAM HOSPITAL,13780,"Under Railway over bridge, opp. Tvs Showroom, Court Colony, Surkhab Chowk, Sirsa, Haryana 125055",125055,Shastri Colony,
12637,RAINBOW HOSPITAL,13785,"Rainbow Hospital, 152 R, Near Lal Tanki Market Ram Lal Chowk, Model Town, Panipat, Haryana 132103, India",132103,Panipat,
12637,RAINBOW HOSPITAL,16430,"152R, Ram Lal Chowk, Model Town, Panipat, Haryana 132103",132103,Ram Lal Chowk,
12639,Singh Diagnostic centre,13787,"Singh Diagnostics Lab patti, kahian wala chowk, Patti, Punjab 143416, India",143416,Patti,
12641,Sai Manthan Hospital,13788,Vidya Paaceopp-Honda agency Sadar Chohrha Pratapgarh-230001,230131,Kusfara Bela Pratapgarh,
12642,GOKULAM CLINIC & SCANS,13789,"24,25 CO-OPERATIVE COLONY KRISHNAGIRI",635001,"24,25 CO-OPERATIVE COLONY 4TH CROSS NEAR ARK HOSPI",
12643,Sita Devi Diagnostic Centre,13791,"Behind Laxmi Petrol Pump, Nawabganj, Hazaribagh 825301",825301,Nawabganj,
12646,DISHARI DIAGNOSTIC CLINIC,13794,"SIMLAPAL,SCHOOL MOR, BANKURA, 722151",722151,SIMLAPAL,
12656,LIFE CARE PATHOLOGY LABORATORY,13846,F-11 ASHOPALAV COMPLEX NERA VIMAL PARTY PLOT MODHERA ROAD MEHSANA-2,384002,MEHSANA,
12660,SEVASADAN NIRAMAY PVT.LTD,13858,"RING ROAD,NEAR BOHARA MARKET,ICHALKARANJI",416115,RING ROAD,
12661,ANJALI LABS JMJK PRIVATE LIMITED,13859,"#E90, MODEL TOWN, JINDAL CHOWK",125001,HISAR,
12661,ANJALI LABS JMJK PRIVATE LIMITED,17049,"""NEAR PNB BANK, SHAHASTRADHARA ROAD, DEHRADUN """,248001,SHAHASTRADHARA ROAD,
12663,Star Diagnsotic and Healthcare Centre,13861,"above chauhan medical store, deepalpur Road, Sonipat Haryana",131001,Sonipat,
12665,Shri Krishna Hospital,13862,"Shri Krishna Hospital, RamRaj Road, Bazpur, Ram Raj Road, Bazpur, Uttarakhand 262401",262401,New Pahari Colony,
12670,NEW HOPE LABORATORY,13869,NEAR PAWAN MISHTHAN BHANDAR,335804,SURATGARG,
12674,Arya Clinical Laboratory,13872,SHOP NO 2 JAGDAMBA PALACE EKVIRA CHAUK PIPELINE ROAD AHMEDNAGAR 414003,414003,PIPELINE ROAD,
12676,Vibrant Hospital,13874,"Vibrant Hospital, Plot No: 1, Huda Water Treatment Plant, Northern Peripheral Rd, Sector 100, Gurugram, Haryana 122001",122006,Sector 101,
12678,CLINICA DIAGNOSTICS,13876,"NH-34, Noapara,Opposite Noapara Housing, Barasat, Kolkata 700124",700124,Barasat,
12678,CLINICA DIAGNOSTICS,24727,"Singher Bagan Road, Singher Bagan Rd, Chakdaha, West Bengal 741222, India",741222,Chakdaha,
12681,SWASTHIK HOSPITAL,13879,"Swasthik Hospital, near, Bus Stand A/9, Nangloi - Najafgarh Rd, Shiv Nagar, Najafgarh, New Delhi, Delhi 110043",110043,Najafgarh,
12684,HEALTH CARE X-RAY DIAGNOSTIC & POLYCLINIC,13882,"36/02,NETAJI SUBHAS ROAD,SANTIPUR 741404",741404,"36/02,NETAJI SUBHAS ROAD",
12686,Jiya Health Care Private Limted,13884,"Chunduri Doctor Chambers Building, KGH Up Rd, Opposite KGH Clock Tower, Jagadamba Junction, Visakhapatnam, Andhra Pradesh 530002",530002,"MAIN ROAD, GAJUWAKA",
12688,Krishna Hospital,13890,"Krishna Multispeciality hospital, Mangalam Vihar, Kosabadi, Korba, Chhattisgarh 495667",495677,Kosawadi,
12691,TIRUMALA HOSPITAL,13893,"Tirumala Hospital - Multispeciality, TPR Enclave, Plot No. 7, Sri Shiridi Sai Colony, Opposite Monday Market, Beeramguda, Ameenpur, Mandal, Telangana 502032",502032,Beeramguda,
12693,Borges Diagnostic Centre,13895,"Borges Diagnostic Centre, pachhimpalli road, Subhaspally, Kishanganj, Bihar 855107",855107,Subhash Palli,
12695,SonoClinic Diagnostics,13897,"Sonoclinic Diagnostic Center, Office no 301, Prospero Building, Tulaja Bhawani Nagar, Kharadi, Pune, Maharashtra 411014",411014,Kharadi,
12695,SonoClinic Diagnostics,21499,"Sonoclinic Diagnostic Center, Shop No. 5&6, Nirvana, near Zed Corner, Keshav Nagar, Mundhwa, Pune, Maharashtra 412307, India",412307,Pune,
12695,SonoClinic Diagnostics,21500,"Sonoclinic Diagnostic Center, Shop no. 1, Memory Craft, Society, Vitthal Rao Shivarkar Rd, Vikas Nagar, Wanwadi, Pune, Maharashtra 411040, India",411040,Pune,
12695,SonoClinic Diagnostics,21501,"Sonoclinic Diagnostic Center Lonikalbhor, sunrise complex, Solapur - Pune Hwy, opp. Vishwaraj Hospital, Loni Kalbhor, Maharashtra 412201, India",412201,Loni Kalbhor,
12695,SonoClinic Diagnostics,21502,"Sonoclinic Diagnostic Centre Dighi, Shop No 1, Sai park, Dighi Rd, Gokul Colony, Dighi, Pimpri-Chinchwad, Maharashtra 411015, India",411015,Pimpri-Chinchwad,
12695,SonoClinic Diagnostics,21503,"Sukhwani Boulevard Commerz, Survey No. 85, 1, Pashan - Sus Rd, above Domino's, Sus, Pune, Maharashtra 411021, India",411021,Pune,
12695,SonoClinic Diagnostics,21504,"Sonoclinic Diagnostic Center Near Me Hinjewadi, Shop no -1 Akshay plaza, sr. No 142/1, shivaji chowk, maan, Hinjawadi Phase 1 Rd, near by state bank, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",411057,Pimpri-Chinchwad,
12695,SonoClinic Diagnostics,21505,"Sonoclinic Diagnostic Center Shikrapur, M4VQ+V7R Police Station, Pune - Ahilyanagar Hwy, near Shikrapur, Shikrapur, Maharashtra 412208, India",412208,Shikrapur,
12695,SonoClinic Diagnostics,21506,"Sonoclinic Diagnostic centre Karegaon, Q7HQ+XX9 yash inn chowk, rajni complex, Karegaon, Maharashtra 412210, India",412210,Karegaon,
12703,NAVJEEVAN NURSING HOME,13904,"Navjeevan Nursing Home, 28-29, BPC Rd, near Mahadev Mandir, Anand Nagar, Haripura, Vadodara, Gujarat 390020",390007,Alkapuri,
12704,WELLNESS HOSPITAL,13905,"Wellness hospital Dr vasant yeme, Mansarovar Station Road, Plot no 7, Kamothe, Sector 11, Kamothe, Navi Mumbai, Maharashtra 410209",410209,Kamothe,
12705,Vighnesh Hospital,13906,"Vighnesh Hospital, 579R+G2G, National Highway 73, Gomti Mohalla, Jagadhri, Haryana 135002",135003,Jagadhri,
12707,Image Scan Diagnostic Centre,13908,"IMAGE SCAN DIAGNOSTIC CENTRE, 24/C, Baghajatin Rd, Joyshree, Baranagar, West Bengal 700036",700036,Baranagar,
12714,Olive Diagnostics,13916,"Olive Health Center, Row House 5, Lunkad Gardens, opposite HDFC Bank, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",411014,Pune,
12714,Olive Diagnostics,14205," Office No.3 Ramkrishna CHS, Seawoods West, Sector 40, Navi Mumbai, Maharashtra 400706",400706," Office No.3 Ramkrishna CHS, Seawoods West, Sector",
12715,Dr. Anit Imaging Centre,13917,"Dr Anit Imaging Centre & path lab & sonography centre, 43, Pradhan Marg, Mauji Colony, Moji Nagar, Malviya Nagar, Jaipur, Rajasthan 302017",302017,Malviya Nagar,
12716,NS Diagnostics,13920,"""NS Diagnostics, Opp to Syfulla Bridge, 1 st Road, Beside Neelima Theatre Ananthapuram - 515001""",515001,Ananthapuramu,
12719,Mrityunjay Hospital,13922,"Mrityunjay Hospital - Neuro & Ortho/Cashless Card/Aayushman Bhart/24 Hours Emergency/Multi Speciality Hospital in Gorakhpur, Gali, near, Khowa Mandi Rd, VindyaVasini Nagar, Gorakhpur, Uttar Pradesh 273001",273001,Ali Nagar,
12722,New Kamadhenu Nursing Home,13924,"""Raja Nagar, Near Sharadha Talkies Kolar. Karnataka - 563101""",563101,Kolar,
12722,New Kamadhenu Nursing Home,17993,"""Raja Nagar, Near Sharadha Talkies Kolar. Karnataka - 563101""",563101,Katan Palya,
12723,KS GILL DIAGNOSTIC,7183,"opp pannu dairy chabhal road amritsar, Pumjab-143001",143001,Ram Bagh,
12724,MEDHA DIAGNOSTICS,13925,"Door no : 554. 1ST FLOOR. 10th main Road.JEEVAN BHIMA NAGAR , HAL 3rd stage .Bangalore- 560075",560075,New Thippasandra,
12726,SETU MULTISPECIALITY HOSPITAL,13928,"2nd Floor,Ganesh Plaza,Above Reliance Trends showroom,500 Quarter Road,GIDC,Ankleshwar",393001,Ankleshwar,
12727,Shivkrupa Health care Dhule,13929,"2nd floor, inside sai manavata hospital, gontur road, in front of district stadium, Dhule",424002,Dhule,
12728,Triveni Diagnostic Center,14006,"Triveni Diagnostic And Research Centre, B-7, Agrawal Plaza, HIG Main Rd, Ambedkar Nagar, LIG Colony, Indore, Madhya Pradesh 452010",452011,LIG Colony,
12730,Alpine Diagnostics center,13932,"Rajas Apt, Navapur Naka, Sanjay Nagar, Boisar, Maharashtra 401501",401501,Mahendra Park CHS,
12730,Alpine Diagnostics center,13933,"SHop no 3, Sahara Apartment, Near Ganpati Mandir, Pada No 4, Thane west 400606",400606,Thane West,
12730,Alpine Diagnostics center,13934,"Jai Mata di Medicals Stores, Pokhran Road No 1, Behind Viviana Mall, Thane west-400606",400601,Thane West,
12730,Alpine Diagnostics center,13935,"Shop No 1, Adarsh Chs, Pokaran Road 1, Thane West-400606",400606,Thane West,
12730,Alpine Diagnostics center,13936,"Near Shivsena Shakha, Opp Krish Medicals, Chitalsar, Thane west-400607",400607,Thane West,
12730,Alpine Diagnostics center,13983,shop no-1 prestige garden Almeda road near Nitin company panchpakhadi thane west pincode 400602,400602,thane,
12733,Krishna Diagnostic,13941,"Kesar Bhawan, Opp:- Main Gate Bangur Hospital Suraj Pole ",306401,PALI,
12734,SAHAY CLINIC,13943,DR.P.SAHAY CLINIC MAIN ROAD MUSLIM BAZAAR GIRIDHIN NR.NIRMALA MEDICAL HALL-815301,815301,Barwadih,
12737,anantshree lab,13946,anantshree hospital,462022,"39-40, anantshree hospital, sector a indrapuri",
12738,Tata 1mg Labs Roorkee,13947,"Dehradun Rd, near Hotel Deep Residency, Ramnagar, Roorkee, Uttarakhand 247667",247667,"DEHRADUN ROAD, NEAR HOTEL DEEP RESIDENCY, RAMNAGAR",
12742,MYO HEALTHCARE,13953,"Agia, Near SBI ATM, Guwahati Road,Goalpara-783120",783120,Guwahati Road,
12742,MYO HEALTHCARE,13954,"Agia, Near SBI ATM, Guwahati Road",783120,"Agia, Near SBI ATM, Guwahati Road",
12743,A STAR DIAGNOSTIC CENTRE,15124,"# 38, Yashwanth Nagar Vistarit Above Saidrusti Netralya ,Opp ASHA hospital  Nanded 431602",431601,Sakoji Nagar,
12744,Sawhney Hospital & Maternity Home,13955,"Sham bagh Enclave, inside patiala gate, nabha ",147201,nabha,
12744,Sawhney Hospital & Maternity Home,17061,"Sham bagh Enclave, inside patiala gate, nabha ",147201,Moti Bagh Colony,
12747,RAJ PATH LAB,13958,"BHAGAT SINGH CHOWK,HMH",335512,"BHAGAT SINGH CHOWK,HMH",
12749,ARS Diagnostics,13965,"Ars Diagnostics, 10 ARS Diagnsotics Ramanujar Nagar Sriperumbudur, Kanchipuram, Tamil Nadu 602105",600063,Perungalattur,
12753,Divyaman Hospital Pvt Ltd,13969,"Opposite Veer Bahadur Singh Sports College, Raptinagar 1, gorakhpur",273003,"Raptinagar Phase - 1, Gorakhpur",
12755,UNIVERSAL DIAGNOSTIC,15723,"Revenue Colony road, opp Pochamma temple Julaiwada, Subedari Hanamkonda, 56001",506001,Subedari,
12759,Chintamani Hospital,13979,"Hudko road, near St stand.. saswad Tal purandar Dist-Pune - 412301",412301,saswad Tal,
12760,NEW PULSE MULTISPECIALITY HOSPITAL,13980,"NH.33 ICHAK MORE NEAR SBI BANK,HAZARIBAGH 825402",825402,NH.33 CHAK MORE,
12762,Geetanjali Hospital,13982,"Hiranmagri Extension, Manwakhera NH-8 Bypass, Near Eklingpura Chouraha, Rajasthan 313001",313001,Pahada,
12765,Kalpana Nursing Home,13985," 214-C, Sardarpura, Udaipur, Rajasthan 313001",313001,Bhopalpura,
12766,Durgawati Hospital,13986,"Kareemnagar, 71 A, Indraprasth Aawasiya Colony, Chargawa,, Gorakhpur, Uttar Pradesh 273013",273013,Indraprastha Nagar,
12768,Anchal Comprehensive Health & Rehabilitation Centre (Anchal Health Centre),13987,"Plot No. 283, Sector-4, Vaishali, Ghaziabad, Uttar Pradesh",201010,"Plot No. 283, Sector-4, Vaishali, Ghaziabad, Uttar",
12769,KUMARAN  DIAGNOSTICAL LAB,13989,"""166/81, Near Police Station, Opp' BDO office, Omalur village, Salem District - 636455""",636455,Salem,
12772,NH - Raipur Hosp,13991,"Dhamtari Road, Pachpedi Naka Rd, Lalpur, Raipur, Chhattisgarh 492001",492001,raipur,
12773,Shaavi polyclinic and pathology lab LLP,13992,"C-29, Rohan Plaza, Sade Satra Nali Road, near siddheshwar foods, Hadapsar, Pune - 411028",411028,Hadapsar,
12774,NH - Gurgaon Hosp,13993,"Plot No. 3201, Block- V, DLF Phase- III, Sector 24, Gurugram, Haryana 122002		",122002,gurugram,
12777,NH - Ahmedabad Hosp,13996,"Ex Mono gram Mill compound ,Opposite rakhial Police station,Rakhiyal ,Ahmedabad, Gujarat 380023		",380023,ahmedabad,
12778,NH - RN Tagore,13997,"Premises No: 1489, Mukundapur Main Road, 124, Eastern Metropolitan Bypass, Mukundapur, Kolkata, West Bengal 700099",700099,kolkata,
12779,NH - Barasat Hosp,13998,78 Jessore Road (south) 24 parganas (North) Kolkata 700127,700127,parganas,
12780,NH - Kol Howrah NMH,14000,"Andul Road, Chunavati, Podrah, Howrah-711109			",711109,podrah,
12781,NH - Kol Howrah NSH,14001,"120/1, Andul Road Howrah, Junction of 2nd Hooghly Bridge, Howrah-711103",711103,hoogly bridgre,
12784,NH - Shimoga Hospital,14004,"NT Road, Harakere, NT Rd, Harakere, Shivamogga, Karnataka 577202	",577202,shivamogga,
12790,MEDIPATH LABORATORY,14011,"B-03,SILVER BELLE,ABOVE HOTEL SAIDEV,J B NAGAR,ANDHERI WEST MUMBAI",400059,J B NAGAR,
12791,Khan Pathology,14012,"Khan Pathology, Tiwari Market, opposite Head Post Office, Mahoba, Uttar Pradesh 210427",210427,Mahoba,
12792,Gurbani hospita jaripatka,14017,62 new freinds colony near dayanand park jaripatka,440014,jaripatka nagpur,
12794,NH - Jamshedpur Hosp,14022,"NH-33, Near Pardih Chowk, Tamolia, District Saraikela KharsawanJamshedpur Jharkhand 831012",831012,jamshedpur,
12797,NH - Jammu Hospital,14028,"Sri Mata Vaishno Devi Superspeciality Hospital, Kakryal (Village & Post), Katra Tehsil Reasi District, Jammu & Kashmir 182320",182320,katra tehsil,
12800,KANOKLOTA MEMORIAL HOSPITAL,14030,"Rajadhap, Sonari, District: Charaideo, Pin:785690",785690,Rajadhap,
12800,KANOKLOTA MEMORIAL HOSPITAL,18478,"Rajadhap, Sonari, District: Charaideo, Pin:785690",785690,Rajadhap,
12801,GABHANE HOSPITAL,14031,SHIVAJI NAGAR DONGAON ROAD MEHKAR,443301,MEHKAR,
12802,DMC HOSPITAL & TRAUMA CENTRE,14032,"57, Shaheed Udham Singh Nagar, Opposite T.V Centre",144001,JALANDHAR,
12803,MEDICARE CLINIC PVT LTD,14033,"138, G.T.Road,(S), Howrah 711102",711102,"138, G.T.Road,(S)",
12807,Unisn health and diagnostic LLp(ADHOC),14042,"Parle Point Circle, Parle Point Cir, Athwa, Surat, Gujarat 395007, India",395007,Surat,
12813,AS Health Assist and Diagnostic Centre,14050,"Anandghan Commercial Complex, 1st Floor, Above PNB Bank, Parihar Chowk, ITI Road, Aundh, Pune-411007",411007,"Aundh, Pune",
12815,Dhanwantari Diagnostics,14052,"Sanjivanj hospital, Sambalour (Odisha) Pin - 768002",768002,Modipada,
12819,Shubham Hospital (Jodhpur),14057,"B59, Swami Satyanand Giri Marg, ESI Quarter, Kamla Nehru Nagar, 1st Pulia, Jodhpur, Rajasthan. 11 m from Shubham Hospital, Pin-342008 (India)",342008,1st Pulia,
12822,SKY HEALTHCARE,14058,"24-27, LUNAWAT COMPLEX, A1 WING, 1ST FLOOR , OPP KOTHRUD BUS STAND, ABOVE NKGSB BANK,KOTHRUD, PUNE -411038",411038,"24-27, LUNAWAT COMPLEX, A1 WING, 1ST FLOOR , OPP K",
12823,SRI VIJAYA DIAGNOSTIC CENTRE,14059,"NEAR HEAD POST OFFICE, JOURNALIST COLONY, PALAKOLLU",534260,PALAKOLLU,
12825,Panacea Hospital ( A Unit of Aaroha Health Care Pvt.LTD),14063,"B 36/44, B-4, Kabirnagar Durgakund Varanasi-221005",221005,Durgakund,
12826,Leaf Diagnostics,14064,"Puran Vihar, Jagadhri",135003,Jagadhri,
12827,chetak path lab,14067,"72, Bedla Rd, 72, Bedla Rd, Mahaveer Colony Park, Udaipur, Rajasthan 313001, India",313001,Udaipur,
12827,chetak path lab,17131,"72, Bedla Rd, 72, Bedla Rd, Mahaveer Colony Park, Udaipur, Rajasthan 313011, India",313011,Udaipur,
12830,Mediquest Healthcare - Mangalore,14070,"Mediquest Healthcare, VV85+XP9, Kankanady Old Rd, Kankanady, Mangaluru, Karnataka 575002",575002,Kankanady,
12832,Chaithanya Diagnostic centre,14073,# 22 / 23 16 Cross Opp Aegis Auto Gas Gayathri Layout Basavanapura Main Road,560036,KR Puram,
12833,Life Line Hospital And Research Centre,14074,"496, Madya, Azamgarh, Uttar Pradesh 276001",276001,Raidopur,
12834,MEDI-CHAIN WELLNESS & DIAGNOSTIC CENTER PVT LTD,14075,"C-3,SEC-15,PART-1,DOCTORS LANE,GGN",122001,GURGAON,
12837,Shiv Laboratory,14079,"near durga devi mandir, Mandi, Lalru, Punjab 140501",140501,Lalru Mandi,
12840,PIYUSH HOSPITAL,14083,"WARD NO-18, N.H.-8, DELHI-JAIPUR HIGHWAY",303103,SHAHPURA,
12844,FIFTY ONE PLUS LAB - Delhi,14085,"fifty one plus lab K-1/81, below REDTAPE Showroom, Pocket 40, Chittaranjan Park, New Delhi, Delhi 110019",110048,NEW DELHI,
12847,J P Hospital and Research Centre,14087,"Kalakusuma, Kola Kusma Rd, Manjhladih, Saraidhella, Jharkhand 826001",826005,Murli Nagar,
12849,Merlyn Diagnostic center,14092,"Matha shishu hospital, 3-1-301, Prashanth Nagar Rd, Christian Colony, Karimnagar, Telangana 505001, India",505001,Karimnagar,
12850,CARE DIAGNOSTIC AND IMAGING CENTER,14089,"A-7, HANUMAN NAGAR, NEAR HDFC BANK LTD, MAIN KHATIPURA ROAD , JAIPUR-302021",302021,"KHAIPURA, JAIPUR",
12857,ERA'S LUCKNOW MEDICALL COLLEGE AND HOSPITAL,14097,HARDOI ROAD LUCKNOW,226003,SARFARAZGANJ,
12858,SAMBHAV  DIGNOSTIC CENTE,14098,"Shahid Arjun Rd, Jiraba, Upleta, Gujarat 360490",360490,Upleta,
12864,KRIMS hospital (ADHOC),14106,"275, Central Bazar Road, New Ramdaspeth, Ramdaspeth, Nagpur, Maharashtra 440010",440010,Shivaji Nagar,
12868,Clinical Pathology Lab (Agra),14109,"# 241, New Agra, Bye Pass Road Agra-282004 Uttar Pradesh",282004,Agra,
12868,Clinical Pathology Lab (Agra),14390,"# 241, New Agra , Bye Pass Road Agra-282006",282006,Agra,
12868,Clinical Pathology Lab (Agra),14391,"Sevarth Santhan Cancer & Truma Centre Trust , Near To Toll Plaza Tundla ",283204,Tundla,
12868,Clinical Pathology Lab (Agra),14392,"SSB Truma Centre, Jain Nagar  Firozabad - 283203",283203,Firozabad,
12868,Clinical Pathology Lab (Agra),14394,"Santokh Sing Tiraha , D M Road , Civil Lines Badaun",243601,Badaun,
12868,Clinical Pathology Lab (Agra),15281,"# 241, New Agra, Bye Pass Road Agra-282004 Uttar Pradesh",282005,New Agra Colony,
12868,Clinical Pathology Lab (Agra),15282,"Sevarth Santhan Cancer & Truma Centre Trust , Near To Toll Plaza Tundla ",283204,Tundla,
12868,Clinical Pathology Lab (Agra),15283,"# 241, New Agra , Bye Pass Road Agra-282006",282006,Nunahi,
12868,Clinical Pathology Lab (Agra),15284,"SSB Truma Centre, Jain Nagar  Firozabad - 283203",283203,Firozabad,
12868,Clinical Pathology Lab (Agra),15286,"Santokh Sing Tiraha , D M Road , Civil Lines Badaun",243601,Badaun,
12868,Clinical Pathology Lab (Agra),16776,"B 576-577, Block FC, Raghubir Nagar, Tagore Garden Extension, New Delhi, Delhi, 110027",110027,Tagore Garden Extension,
12869,Sun Shine Diagnostic centre,14115,"""2345,Mig,16Th B Main, Lig 3Rd Stage, B Sector, Yelahanka New Town, Bengaluru, Karnataka 560064""",560064,Yelahanka,
12873,North Bank Diagnostic Centre,14129,"320, G.T. Road (North), Salkia, Howrah-711106",711106,Salkia,
12874,Zeel Multispecialty Hospital (A Unit of NZ Health and Medicare Centre),14124,"Near Zeel Club House, Aaspur Bypass, Sagwara",314025,Sagwara,
12875,ABHAYA DIAGNOSTIC LABORATORY,14128,"NEAR SRI VENKATESWARA TEMPLE, NEW TOWN JUNIOR COLLEGE BACKSIDE ROAD, RAMA CHANDRA NAGAR, ANANTAPUR",515002,ANANTAPUR,
12876,Healthy Human Healthcare,21858,"195, Pycrofts Rd, 195, Pycrofts Rd, Bharathi Salai, Royapettah, Chennai, Tamil Nadu 600014, India",600014,Chennai,
12877,GANGA ORTHOCARE,14130,"FOOT BALL CHOWK, SHAKTI NAGAR , JALANDHAR, PUNJAB",144001,FOOT BALL CHOWK,
12880,SARANSH DIAGNOSTIC CENTER,14134,NEAR POLICE LINE CHORAHA NAYA BADA AJMER,305001,AJMER,
12884,Balaji Institute Of Renal Diseases,14138,7A/8A/B Panna Lal Road Prayagraj,211002,Company Garden Gate No 6,
12885,Bio Care Diagnostic Centre,14140,"HPL Link Rd, Basudevpur, Haldia, West Bengal 721602",721602,HPL Link Rd,
12886,Nidaan diagnostic centre,14141,"Rahat Road, Karim Chak, Chapra, Bihar 841301",841301,Prabhunath Colony,
12887,saini diagnostics & x-ray lab centre,14142,"Neem Ka Thana,Near Govt Kapil Hospital,Saini Complex, Rajasthan - 332713",332713,Neem Ka Thana,
12889,Life X-Ray Centre,14144,"Opposite police station,Near sbi atm,c.r das road,Dhubri 783301",783301,c.r das road,
12892,ANANDI HEALTH CARE,14186,"S.P Mor,6, Suri, Birbhum 731101",731101,S.P Mor,
12894,Victor Hospital Goa,14143,"Old Station Rd, near Carmelite Monastery, Malbhat, Margao, Goa 403601",403601,Malbhat,
12898,omics next gen laoratories,14154,"VINAY ENT COMPLEX,OLD BJP OFFICE ROAD ,BHIMAVARAM - 2",534202,"""BHIMAVARAM """,
